"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CM_cdhit-1_host-transcript_208545",3887.34413896963,-28.4315776922309,2.85824798310494,-9.94720467233407,2.5936621756517e-23,6.59905467351063e-19
"CM_cdhit-1_host-transcript_101108",21.709823054532,22.4005578027856,2.98300231467644,7.5094000740711,5.93989384123141e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_102052",19.9868212248072,22.2881890387326,2.97779887006965,7.48478658607704,7.16634919315926e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_102351",33.7708358626053,23.0048391310853,3.01489006166482,7.63040729862702,2.34013188083212e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_102611",25.8450274458714,22.6404347143837,2.99482614458986,7.55984942741453,4.03536220471822e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_102652",20.3314215907522,22.314010618346,2.9788511370136,7.49081091736478,6.84493692286824e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_146585",33.7708358626053,23.0048391310853,3.01489006166482,7.63040729862702,2.34013188083212e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_158381",30.3248322031558,22.8577763391741,3.00662421424198,7.60247197867293,2.90526899349521e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_94734",20.6760219566971,22.3350061555069,2.97989784009627,7.49522545873094,6.61844984501827e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_96626",28.2572300074861,22.7617262031543,3.00136178948683,7.58379955488341,3.35579475031011e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_97269",33.0816351307154,22.973007247814,3.01328515202352,7.62390749258724,2.46109769256378e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_98127",23.4328248842568,22.5076258113859,2.9880481488657,7.53255124751924,4.97583866412253e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_98522",22.7436241523669,22.4639628881206,2.98604976380526,7.52297003231911,5.35457003546689e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_99231",23.0882245183118,22.4842751140703,2.98705250865331,7.52724468315663,5.18222054232267e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_99233",24.4666259820916,22.5498633930161,2.99099450272822,7.53925270422507,4.7267223358937e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_99431",20.6760219566971,22.3350061555069,2.97989784009627,7.49522545873094,6.61844984501827e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_99791",33.7708358626053,23.0048391310853,3.01489006166482,7.63040729862702,2.34013188083212e-14,1.07254954424442e-10
"CM_cdhit-1_host-transcript_256869",15.5767035324049,21.954506803406,2.93631172753286,7.4768991989323,7.6096737536363e-14,1.07562738507649e-10
"CM_cdhit-1_host-transcript_102212",16.8854179313027,22.0610458203603,2.96814089046875,7.43261409564565,1.06472191826326e-13,1.08358879065488e-10
"CM_cdhit-1_host-transcript_245176",14.0623018000877,21.8161696375989,2.93123910166964,7.44264417910239,9.86896517567098e-14,1.08358879065488e-10
"CM_cdhit-1_host-transcript_245216",14.0623018000877,21.8161696375989,2.93123910166964,7.44264417910239,9.86896517567098e-14,1.08358879065488e-10
"CM_cdhit-1_host-transcript_246255",14.9276742185547,21.9011370066778,2.93419858031928,7.46409501850917,8.38740615525229e-14,1.08358879065488e-10
"CM_cdhit-1_host-transcript_249814",14.2786449047045,21.8365750891886,2.93210914698172,7.44739503018395,9.52012409731497e-14,1.08358879065488e-10
"CM_cdhit-1_host-transcript_96274",16.8854179313027,22.0610458203603,2.96814089046875,7.43261409564565,1.06472191826326e-13,1.08358879065488e-10
"CM_cdhit-1_host-transcript_98493",16.8854179313027,22.0610458203603,2.96814089046875,7.43261409564565,1.06472191826326e-13,1.08358879065488e-10
"CM_cdhit-1_host-transcript_102042",29.6356314712659,20.995556885407,3.0048970483648,6.98711355080611,2.80599136480249e-12,2.68718567780717e-09
"CM_cdhit-1_host-transcript_94212",18.4739110855642,-21.0158158883632,3.00877177871909,-6.98484878015912,2.85162965455306e-12,2.68718567780717e-09
"CM_cdhit-1_host-transcript_77928",17.6341878544022,-20.9507654276538,3.00625018841396,-6.96906914414432,3.1904487861681e-12,2.79912374022327e-09
"CM_cdhit-1_host-transcript_89025",17.6341878544022,-20.9507654276538,3.00625018841396,-6.96906914414432,3.1904487861681e-12,2.79912374022327e-09
"CM_cdhit-1_host-transcript_82847",16.3746030076592,-20.8452393676,3.00245633552263,-6.94272856560011,3.84597967220147e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_82906",15.9547413920782,-20.8104199349095,3.00119511727519,-6.93404431292142,4.08976451648515e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_82998",15.9547413920782,-20.8104199349095,3.00119511727519,-6.93404431292142,4.08976451648515e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_83019",15.7448105842877,-20.7909777648726,3.0005662164714,-6.92901814688905,4.2377144842647e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_83213",15.7448105842877,-20.7909777648726,3.0005662164714,-6.92901814688905,4.2377144842647e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_88393",16.7944646232402,-20.8799482763448,3.0037205047508,-6.95136190045655,3.61776456078965e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_90926",16.7944646232402,-20.8799482763448,3.0037205047508,-6.95136190045655,3.61776456078965e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_98382",15.9547413920782,-20.8104199349095,3.00119511727519,-6.93404431292142,4.08976451648515e-12,2.91405863846343e-09
"CM_cdhit-1_host-transcript_136780",141.542400740079,9.9415795045365,1.75896731258451,5.65194101869296,1.58646033274495e-08,1.06221869068499e-05
"CM_cdhit-1_host-transcript_239241",1228.87101036434,9.36175377532269,1.66492095676272,5.62294188039157,1.87732576396119e-08,1.22473844647345e-05
"CM_cdhit-1_host-transcript_98111",176.403121557151,11.2586088071525,2.03283116779003,5.53838852214775,3.05267458923543e-08,1.94172998934793e-05
"CM_cdhit-1_host-transcript_91510",1782.80407166214,-13.7705956286792,2.58251715112355,-5.33223782180426,9.70097726140042e-08,6.02004791370271e-05
"CM_cdhit-1_host-transcript_66752",142.31391684498,-9.51456879408175,1.84824031824403,-5.14790674143571,2.63409385827107e-07,0.000159569642942836
"CM_cdhit-1_host-transcript_38803",903.772638728466,-7.44103469045523,1.46198636215021,-5.08967448883131,3.58678681946144e-07,0.000212229341971064
"CM_cdhit-1_host-transcript_38511",64.4314334204377,9.80295961280684,1.9308495685664,5.07701882756473,3.83402893666164e-07,0.000221702723262459
"CM_cdhit-1_host-transcript_197849",265.021834306062,11.845409379983,2.33605179325489,5.0706963836099,3.96362674135052e-07,0.000224103455955958
"CM_cdhit-1_host-transcript_255296",1015.13600410542,7.49640707946504,1.50260766001809,4.98893176105252,6.07140870642056e-07,0.000335814895037953
"CM_cdhit-1_host-transcript_75096",344.721192192115,-10.8005663494856,2.19576780498098,-4.9188107799855,8.70715883399031e-07,0.000471353706836628
"CM_cdhit-1_host-transcript_75093",1369.58295460117,-10.6856503222269,2.17506828897087,-4.91278842894757,8.97901527873599e-07,0.0004759439286185
"CM_cdhit-1_host-transcript_198609",2625.43227756394,-10.8984527413235,2.22155304021415,-4.90578102077315,9.3056299848819e-07,0.000483190089194592
"CM_cdhit-1_host-transcript_21486",986.246187685077,-10.1752334146694,2.07667019834179,-4.89978303863284,9.59425436443424e-07,0.000488213227588601
"CM_cdhit-1_host-transcript_248084",1024.79215287569,9.59196374914386,1.95927210560508,4.89567718628933,9.79677740786673e-07,0.000488743936447752
"CM_cdhit-1_host-transcript_85996",66.4803370921116,9.8498751971633,2.01993834107368,4.87632468619201,1.08080656043387e-06,0.000518848326738094
"CM_cdhit-1_host-transcript_91482",265.893460128356,8.4660993851715,1.73541794088759,4.87842103374905,1.06938461043613e-06,0.000518848326738094
"CM_cdhit-1_host-transcript_248480",35.258132062965,8.93664654256996,1.85264746709544,4.82371670881387,1.40907514186593e-06,0.000663909237675833
"CM_cdhit-1_host-transcript_254970",9336.13121612887,9.37852840958223,1.94713843554273,4.81656991531171,1.46047007256256e-06,0.000675613455567442
"CM_cdhit-1_host-transcript_131577",443.199305699663,12.5870695852565,2.61636708589957,4.81089586132321,1.50255293707867e-06,0.000682668828180227
"CM_cdhit-1_host-transcript_37187",96.0245427871876,-9.83607754925261,2.04788834517018,-4.80303409726921,1.56279260049309e-06,0.000697581265514838
"CM_cdhit-1_host-transcript_248795",554.845765304657,12.9111956498553,2.70267687952976,4.77718803444299,1.77763531576496e-06,0.000779799574810481
"CM_cdhit-1_host-transcript_131816",53.4653732965161,9.53947510411547,2.0037016115903,4.76092600262179,1.92706701335766e-06,0.000831023152895913
"CM_cdhit-1_host-transcript_157908",52.3522120577086,-8.96280000820091,1.89477287077945,-4.73027672415106,2.24214000514332e-06,0.000950779469181023
"CM_cdhit-1_host-transcript_85618",42.3501526240852,8.26615316461526,1.76273606433721,4.6893878963799,2.74023506328805e-06,0.00114294755270882
"CM_cdhit-1_host-transcript_199347",206.216893901372,-7.14875779652416,1.52784072020596,-4.67899415297719,2.88285662745302e-06,0.00118304066406915
"CM_cdhit-1_host-transcript_232599",457.910127849985,-9.71640893959456,2.08332952187906,-4.66388482357358,3.10295095337954e-06,0.00125314890645771
"CM_cdhit-1_host-transcript_197156",1949.20683872579,-8.27508816184382,1.77662663397124,-4.6577530718127,3.19679323482026e-06,0.00127087516052394
"CM_cdhit-1_host-transcript_71676",59.6490552608464,-8.25830293943843,1.78424529988971,-4.62845716334459,3.6840004569922e-06,0.00139898542727243
"CM_cdhit-1_host-transcript_74554",49.6494266846773,-8.8851777015563,1.91880509314661,-4.63057854770735,3.6464541837208e-06,0.00139898542727243
"CM_cdhit-1_host-transcript_83662",133.863239372034,-5.77146162251907,1.24663601362471,-4.62962850378276,3.66322337893937e-06,0.00139898542727243
"CM_cdhit-1_host-transcript_95105",30.1695657935158,8.71091268472867,1.88870822657553,4.61210077986618,3.98619632076646e-06,0.00149148224984208
"CM_cdhit-1_host-transcript_232603",81.3643794667712,-9.59765820892129,2.09022580394263,-4.59168487481973,4.39681913020421e-06,0.00162127926275052
"CM_cdhit-1_host-transcript_97907",389.908188570885,5.62725410915749,1.22963845093609,4.57634852331889,4.73162025712701e-06,0.00171980877431546
"CM_cdhit-1_host-transcript_132777",188.539293968888,11.3545835543867,2.49107498742876,4.55810588267628,5.16170150988508e-06,0.00184970664107051
"CM_cdhit-1_host-transcript_100475",30.9457600289771,8.75053880803049,1.92334247568851,4.54965193076081,5.37347249824814e-06,0.00189885084406844
"CM_cdhit-1_host-transcript_136921",31.4961224969097,8.77605677115252,1.93455119127183,4.53648205886084,5.72003530468065e-06,0.00199362819530123
"CM_cdhit-1_host-transcript_136953",138.113864748196,9.88568125982062,2.18347013940377,4.52750925300956,5.96829885101338e-06,0.00202468570221778
"CM_cdhit-1_host-transcript_91642",37.4810994234198,-8.47964464777589,1.87188717906717,-4.52999771706412,5.89843238096124e-06,0.00202468570221778
"CM_cdhit-1_host-transcript_100826",202.628618274707,5.2926107994295,1.17619521160741,4.49977244185217,6.80262443627865e-06,0.00224778147444465
"CM_cdhit-1_host-transcript_246530",180.832569512082,8.12377098861792,1.80468153139809,4.50149837923173,6.74760797935126e-06,0.00224778147444465
"CM_cdhit-1_host-transcript_84181",227.696972839695,-9.04528555454537,2.01216375826482,-4.49530288844161,6.94709867035058e-06,0.00226609014704782
"CM_cdhit-1_host-transcript_256709",1539.03434976547,7.57021960901171,1.69409991780764,4.46857917259593,7.8740868472518e-06,0.00253595432474212
"CM_cdhit-1_host-transcript_72071",833.15533477529,-8.47286576137385,1.9040238222041,-4.44997886190607,8.58787415664861e-06,0.00270799782372224
"CM_cdhit-1_host-transcript_82566",444.716187352442,-11.1738629478302,2.511461095596,-4.44914833338418,8.621146237531e-06,0.00270799782372224
"CM_cdhit-1_host-transcript_255122",127.083866542325,7.76817186123697,1.75110725541995,4.43614852099623,9.15826731504649e-06,0.0028416316499601
"CM_cdhit-1_host-transcript_142030",52.3182869139278,9.50531021341132,2.14795806963029,4.42527735890459,9.63184500420994e-06,0.00295256665592908
"CM_cdhit-1_host-transcript_92325",2312.99351442862,-8.1468655627866,1.84645439298251,-4.41216722912245,1.02341016697686e-05,0.00309983629504668
"CM_cdhit-1_host-transcript_248514",46.7147337963939,8.41221816927892,1.91759310614511,4.38686295978076,1.14997192130836e-05,0.00344220418751162
"CM_cdhit-1_host-transcript_94843",348.560014915375,8.74264313130404,1.99887786056914,4.37377555866006,1.22115929866604e-05,0.00361278558557674
"CM_cdhit-1_host-transcript_85982",861.011602174904,5.27078780776024,1.20925704241886,4.35869928631314,1.3083774709341e-05,0.00382632735551451
"CM_cdhit-1_host-transcript_91868",71.5790347912641,-7.95104167865195,1.82721424230783,-4.35145561727316,1.35236699156679e-05,0.00391003106436748
"CM_cdhit-1_host-transcript_38143",98.6944186153694,-9.87706105290312,2.27358998052859,-4.3442578202279,1.3974731483158e-05,0.00399504599017965
"CM_cdhit-1_host-transcript_137767",1233.73545089188,5.35664675064159,1.23521708285434,4.33660352094828,1.4470129264264e-05,0.00402203099272277
"CM_cdhit-1_host-transcript_154639",196.556360787982,7.98406261670292,1.84256894756944,4.33311471314808,1.47014456755578e-05,0.00402203099272277
"CM_cdhit-1_host-transcript_246493",64.1048681262802,9.79709213969693,2.25776576112537,4.33928634599083,1.42946164974568e-05,0.00402203099272277
"CM_cdhit-1_host-transcript_99241",66.5998661976978,9.85281367864136,2.27321058483043,4.33431629449163,1.46213826842223e-05,0.00402203099272277
"CM_cdhit-1_host-transcript_108904",55.2469884300698,9.58317477907527,2.21629177753513,4.32396802452306,1.53247517911529e-05,0.00414795382789685
"CM_cdhit-1_host-transcript_199263",316.975162444826,-7.29063629638621,1.69233819609953,-4.30802561402297,1.64718313625677e-05,0.00441150321429275
"CM_cdhit-1_host-transcript_92961",91.2193361033144,-9.7615829908258,2.27241511233279,-4.29568653097226,1.74153528436762e-05,0.00461561273335057
"CM_cdhit-1_host-transcript_82765",51.4227295945196,-8.93382799602446,2.09007176271471,-4.27441208258833,1.91642305578575e-05,0.00497782955915424
"CM_cdhit-1_host-transcript_83724",68.6784847326575,-7.6210207501195,1.78298428243289,-4.27430618722034,1.9173340282086e-05,0.00497782955915424
"CM_cdhit-1_host-transcript_158041",323.140872106738,-4.67608111111907,1.09578933225774,-4.26731760701173,1.97837403407403e-05,0.00508442126757026
"CM_cdhit-1_host-transcript_246022",128.089903863437,8.47117924679543,1.98619278587251,4.26503374045544,1.99871995153529e-05,0.00508534317269123
"CM_cdhit-1_host-transcript_97842",1617.38144559817,5.80217977797413,1.36248439548637,4.2585293433052,2.05776211620631e-05,0.00518372688342943
"CM_cdhit-1_host-transcript_198787",25.0443001145092,-7.89767722599329,1.85631183180988,-4.25449921217878,2.09517397415046e-05,0.00522622661022647
"CM_cdhit-1_host-transcript_98029",116.126343218378,7.0251314126415,1.65970016056943,4.23277142434645,2.30829075431169e-05,0.00570192637494683
"CM_cdhit-1_host-transcript_245735",113.897682910076,6.98635826828051,1.65923759406841,4.21058339881882,2.547120712679e-05,0.00623138387429728
"CM_cdhit-1_host-transcript_131164",156.96672908672,10.1673450517607,2.43325811264737,4.17849014821476,2.93450705532654e-05,0.00701722772532393
"CM_cdhit-1_host-transcript_98032",41.8353457133398,8.24778323282923,1.97354495762302,4.17917169860828,2.92572741534739e-05,0.00701722772532393
"CM_cdhit-1_host-transcript_98396",43.8736445320081,9.2483747687658,2.21400822590242,4.17720885612167,2.95108032311308e-05,0.00701722772532393
"CM_cdhit-1_host-transcript_146522",338.216253650633,10.2601147186079,2.45901600191101,4.17244731658284,3.01345291246887e-05,0.00709919281962459
"CM_cdhit-1_host-transcript_160554",37.021883735375,9.00525272209299,2.15950739930205,4.17004948675029,3.04533503781239e-05,0.00710848251073951
"CM_cdhit-1_host-transcript_133187",38.3164937332803,9.05271195959813,2.17238326346095,4.16717994097217,3.08391060751291e-05,0.00713290855452015
"CM_cdhit-1_host-transcript_137338",140.144918017356,7.42449006887184,1.7825386884649,4.16512141751365,3.11186907814227e-05,0.00713290855452015
"CM_cdhit-1_host-transcript_251150",22.5518926524286,-7.74707305884299,1.86125767764403,-4.16227863121521,3.15087546229614e-05,0.0071578325345715
"CM_cdhit-1_host-transcript_232788",195.065493014227,-6.77614727263653,1.63000089996712,-4.15714327076335,3.22251910797799e-05,0.00725580120922866
"CM_cdhit-1_host-transcript_245877",66.5082311165565,7.84232823198369,1.89200224219227,4.14498886792901,3.39830218909832e-05,0.00758447391203758
"CM_cdhit-1_host-transcript_79319",22.1304122527825,-7.71847239835643,1.86478715066212,-4.13906348272288,3.48726451964013e-05,0.00771534531940902
"CM_cdhit-1_host-transcript_247953",190.901055626915,6.82937097236948,1.65428232340239,4.1282983416781,3.65457748155586e-05,0.00788822468905227
"CM_cdhit-1_host-transcript_256887",75.2933976680155,10.0311832376156,2.43000116558926,4.12805696543078,3.65841494048724e-05,0.00788822468905227
"CM_cdhit-1_host-transcript_97775",441.91413542343,7.04057341067058,1.70513426983718,4.1290434045073,3.64275638044005e-05,0.00788822468905227
"CM_cdhit-1_host-transcript_75095",219.118958889148,-11.0270522725276,2.68535898238087,-4.10636058153792,4.01941875243181e-05,0.00859378750572458
"CM_cdhit-1_host-transcript_19527",603.050644155762,-9.49750356603956,2.31817563481705,-4.09697325060062,4.18587249931621e-05,0.00865863040651239
"CM_cdhit-1_host-transcript_199357",56.8697360610558,-9.07916999412867,2.21555583957816,-4.09791973280047,4.16879780145148e-05,0.00865863040651239
"CM_cdhit-1_host-transcript_72294",155.117431729616,-5.27131129052578,1.28594736770362,-4.09916566020817,4.14642179654872e-05,0.00865863040651239
"CM_cdhit-1_host-transcript_80903",24.0601787183204,-7.84261173147443,1.91163306501493,-4.10257170949968,4.08583161696203e-05,0.00865863040651239
"CM_cdhit-1_host-transcript_157916",27.480018536534,8.57051679885611,2.09539832289735,4.09016114272989,4.31073585446927e-05,0.0087860911270302
"CM_cdhit-1_host-transcript_183075",121.452625173855,4.57981768007212,1.1198013876703,4.08984819138352,4.31655618786611e-05,0.0087860911270302
"CM_cdhit-1_host-transcript_88781",22.0257883489474,-7.71179504147436,1.89374844182948,-4.07223835602171,4.65634927053749e-05,0.00940249956272106
"CM_cdhit-1_host-transcript_255076",106.623769910453,6.49134214768873,1.60138947232036,4.05356864141426,5.04421901159884e-05,0.0101055168749692
"CM_cdhit-1_host-transcript_76114",33.7769605354897,-6.84604967978388,1.69281985820479,-4.04416905118541,5.25090225744878e-05,0.010437398916896
"CM_cdhit-1_host-transcript_83101",903.399158857644,-5.73562155969146,1.42058450234236,-4.03750818781578,5.40219598840226e-05,0.0106548893436371
"CM_cdhit-1_host-transcript_88249",208.994186453628,6.33986250738951,1.57410943333373,4.02758688381825,5.63522460251058e-05,0.0110290015047444
"CM_cdhit-1_host-transcript_100618",25.1003942585446,8.43723940973544,2.09774840969278,4.02204543249831,5.76949255427944e-05,0.0111826986299329
"CM_cdhit-1_host-transcript_246599",66.2510784326369,9.84595767507115,2.44879486705706,4.0207359985624,5.8016594707823e-05,0.0111826986299329
"CM_cdhit-1_host-transcript_101922",24.8142893204774,8.4206282066912,2.0990780801599,4.01158407887798,6.03126892550416e-05,0.0113024107897424
"CM_cdhit-1_host-transcript_44477",98.5101688114785,10.4175266632508,2.59607352685781,4.01280108420495,6.00024733036087e-05,0.0113024107897424
"CM_cdhit-1_host-transcript_85692",155.66959935348,-10.5339265395261,2.62430786991834,-4.01398275723416,5.97027097571788e-05,0.0113024107897424
"CM_cdhit-1_host-transcript_91505",1660.37993339575,4.90740788115633,1.22343074108118,4.01118568985728,6.04145685416405e-05,0.0113024107897424
"CM_cdhit-1_host-transcript_246054",78.523419168099,7.44085024484397,1.85914936496673,4.00228748967522,6.27330062783091e-05,0.0116504808667082
"CM_cdhit-1_host-transcript_145423",65.863190096948,9.83890093895103,2.45939566051192,4.00053602473343,6.31991647507971e-05,0.0116520025272067
"CM_cdhit-1_host-transcript_248696",63.4620117867492,8.2471526046718,2.06538082567875,3.99304210736126,6.52309792186641e-05,0.0119400849227372
"CM_cdhit-1_host-transcript_255138",29.3081988144122,8.66898368946137,2.17774578817912,3.98071424888842,6.87085050031174e-05,0.0123982304453498
"CM_cdhit-1_host-transcript_256880",31.6882835183242,8.78088620956506,2.20505689790753,3.98215856375299,6.82921918977116e-05,0.0123982304453498
"CM_cdhit-1_host-transcript_158806",62.6675319980049,9.76593447921386,2.46135087791946,3.96771324512206,7.25655726979574e-05,0.0128512347138089
"CM_cdhit-1_host-transcript_245151",38.8067545185464,9.07332994174234,2.28710983518088,3.96715968869277,7.27342608492898e-05,0.0128512347138089
"CM_cdhit-1_host-transcript_85029",151.787222564065,-10.4975139984519,2.64582859365603,-3.96757145327631,7.26087463818419e-05,0.0128512347138089
"CM_cdhit-1_host-transcript_98499",98.7976553629714,10.4218230042072,2.63600464285906,3.95364364491541,7.69700194015145e-05,0.0135058496802257
"CM_cdhit-1_host-transcript_37692",57.3550211322136,4.62978308107668,1.17488415262835,3.94062944054468,8.12680837760061e-05,0.0141623551747461
"CM_cdhit-1_host-transcript_83309",179.460501504161,-8.68481760854266,2.2079857036673,-3.9333667759342,8.37642736753877e-05,0.014400097399479
"CM_cdhit-1_host-transcript_83538",51.7438201020792,-8.94259111478748,2.27283639671561,-3.93455117478323,8.33523085135982e-05,0.014400097399479
"CM_cdhit-1_host-transcript_37964",59.0618386224681,9.68072397280135,2.4631379476322,3.93024027830329,8.48610154242043e-05,0.0144907303049532
"CM_cdhit-1_host-transcript_132153",65.9372250283931,9.84064863361058,2.50624239972942,3.92645525216276,8.6206921235641e-05,0.0145280437811931
"CM_cdhit-1_host-transcript_29942",213.480542678216,-6.12984842484341,1.56118221875872,-3.92641445129781,8.62215387713778e-05,0.0145280437811931
"CM_cdhit-1_host-transcript_248201",53.1707701063968,7.25724615068828,1.8511922738076,3.92030922631354,8.84354199828045e-05,0.014803042043569
"CM_cdhit-1_host-transcript_57999",17.8356815173284,-7.40795533054798,1.89726817967127,-3.90453780331231,9.44056350500275e-05,0.0156991017815546
"CM_cdhit-1_host-transcript_81643",97.2599656736664,-4.38202287972964,1.12306028062423,-3.90185901445466,9.54567527209722e-05,0.0157708192174006
"CM_cdhit-1_host-transcript_126344",126.028971074449,6.60526205301389,1.69476711367836,3.89744525941247,9.72127867516926e-05,0.015957322150473
"CM_cdhit-1_host-transcript_197274",106.425466879253,-9.98445623145848,2.56363530278847,-3.89464765936027,9.83415713406078e-05,0.0160391320488403
"CM_cdhit-1_host-transcript_132018",174.748856315484,5.4302233911797,1.39719551336313,3.8865164819409,0.000101693025009922,0.0164019743067572
"CM_cdhit-1_host-transcript_246032",48.2097491535861,9.38923848097737,2.41609057198584,3.88612852094371,0.000101855596449618,0.0164019743067572
"CM_cdhit-1_host-transcript_99271",71.4871330433046,7.30126282239295,1.88099675158321,3.88159246752956,0.00010377467888541,0.0166059066344747
"CM_cdhit-1_host-transcript_58454",184.339040882548,-9.65142971959525,2.49602624223667,-3.86671804818313,0.000110309836732581,0.0175413323499192
"CM_cdhit-1_host-transcript_99487",383.614184719153,4.14148425642526,1.07229410710989,3.86226523951308,0.000112340500389598,0.0177532878969724
"CM_cdhit-1_host-transcript_132776",140.770277930144,8.02648056938064,2.08041561944345,3.85811397221093,0.000114265365076784,0.0178359121696234
"CM_cdhit-1_host-transcript_94446",256.074936288627,4.02994083628449,1.04438991495479,3.85865544906083,0.000114012539932092,0.0178359121696234
"CM_cdhit-1_host-transcript_199235",20.7937135068417,-7.63103816207943,1.98896434882964,-3.83668926321869,0.000124704097577757,0.0192293718464902
"CM_cdhit-1_host-transcript_256076",58.1572953027462,8.12732692244771,2.11792203817691,3.83740608764034,0.000124340761688988,0.0192293718464902
"CM_cdhit-1_host-transcript_132171",22.3292728832819,8.28497377675849,2.16645946433413,3.82419976609389,0.00013119751044549,0.0201087846883409
"CM_cdhit-1_host-transcript_102571",2089.14283926429,5.43448320674946,1.42467325496983,3.81454708143907,0.000136432925262607,0.0205882128458544
"CM_cdhit-1_host-transcript_131618",72.4676599613113,8.9479001887492,2.34697537240942,3.81252410823691,0.000137554807316907,0.0205882128458544
"CM_cdhit-1_host-transcript_182867",53.6401094220887,9.53860472447481,2.50192205366653,3.81251074968387,0.000137562244381372,0.0205882128458544
"CM_cdhit-1_host-transcript_256978",15.5648869822475,-7.21246169386337,1.89050398069063,-3.8150999773238,0.000136127808500768,0.0205882128458544
"CM_cdhit-1_host-transcript_67288",18.9060495749448,-7.49436030094747,1.96935011993414,-3.80549919747034,0.000141518473218789,0.0210564591468167
"CM_cdhit-1_host-transcript_249358",16.9082584765607,-7.33165404767263,1.93044638681934,-3.79790606863342,0.000145923597739949,0.0212566432085026
"CM_cdhit-1_host-transcript_26831",78.7924181651894,-6.48793864189136,1.70850905606755,-3.79742713031008,0.000146205736803363,0.0212566432085026
"CM_cdhit-1_host-transcript_56168",23.4009110043548,-6.73947252789885,1.77334502728274,-3.80042937173123,0.0001444455847616,0.0212566432085026
"CM_cdhit-1_host-transcript_99576",64.4696229045547,6.76886416884015,1.78116185739107,3.80025214483019,0.000144548932545455,0.0212566432085026
"CM_cdhit-1_host-transcript_97979",501.813502519237,5.30307605851535,1.39722785970396,3.79542679576897,0.000147389681417588,0.0213070208199301
"CM_cdhit-1_host-transcript_137104",166.020100351263,4.64329235661524,1.22572698533032,3.78819460792399,0.000151745970115134,0.0214492928757742
"CM_cdhit-1_host-transcript_198012",169.165439714815,-5.20492583945318,1.37320998000578,-3.7903349926362,0.000150444247861846,0.0214492928757742
"CM_cdhit-1_host-transcript_91538",1615.13359413323,-7.69104480644389,2.02892525382892,-3.79069893872611,0.000150223954456477,0.0214492928757742
"CM_cdhit-1_host-transcript_92321",16.3577510927563,-7.28234660584526,1.92175159853758,-3.78943179305119,0.00015099226133257,0.0214492928757742
"CM_cdhit-1_host-transcript_248004",40.9853395336985,9.15568688443792,2.41825645801868,3.78606944440431,0.000153048919816413,0.021513942910989
"CM_cdhit-1_host-transcript_156828",20.0989609766522,-7.57717398363541,2.0055370818193,-3.77812709240053,0.000158012238925525,0.0216149483636381
"CM_cdhit-1_host-transcript_197854",167.991964833813,-6.15451943506193,1.62803276909636,-3.78034125104128,0.000156613552312974,0.0216149483636381
