"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CM_cdhit-1_host-transcript_232158",17.0172533445831,-7.34190227171507,1.94326742387789,-3.77812244547584,0.000158015186716845,0.0216149483636381
"CM_cdhit-1_host-transcript_255626",37.4349608277619,9.02422042518035,2.3865189512152,3.78133197751699,0.000155991490039411,0.0216149483636381
"CM_cdhit-1_host-transcript_97967",42.5459848041301,9.20737816888261,2.4360534746159,3.77962892228151,0.000157062254831396,0.0216149483636381
"CM_cdhit-1_host-transcript_82620",395.324802215337,-5.55274854827128,1.47051059518923,-3.77606837137868,0.000159323274785873,0.0216773373282191
"CM_cdhit-1_host-transcript_137160",39.1896521762247,9.08912681135106,2.40828321537421,3.77411043407482,0.000160579620859942,0.0217320600720187
"CM_cdhit-1_host-transcript_92322",14.6308931534749,-7.12269836031518,1.88896870195621,-3.77068098213536,0.000162802684327229,0.021916342313956
"CM_cdhit-1_host-transcript_136922",415.180858957348,4.69534586396058,1.2469366363307,3.76550477959918,0.000166212943757609,0.0221411305132191
"CM_cdhit-1_host-transcript_236293",55.3107738557753,9.58279046436242,2.54474295394103,3.76572040391018,0.000166069551713143,0.0221411305132191
"CM_cdhit-1_host-transcript_97776",36.9522170168319,4.75705123821181,1.26445123316176,3.76214686138335,0.000168461074100266,0.022323724522568
"CM_cdhit-1_host-transcript_97739",42.8318434857569,9.21795206195896,2.45290882424364,3.75796767122044,0.000171299006194753,0.0225821793503269
"CM_cdhit-1_host-transcript_256927",14.1219430568317,7.60689206683814,2.02909644380609,3.74890611535915,0.000177607552578941,0.0232931389704433
"CM_cdhit-1_host-transcript_94311",823.965821005731,4.56827729045606,1.21916447455717,3.74705577942251,0.000178922310300634,0.0233452325178411
"CM_cdhit-1_host-transcript_245109",25.745514852335,8.48215183255226,2.26501107230747,3.74486108975666,0.000180493612810008,0.0234300968914543
"CM_cdhit-1_host-transcript_83800",113.588447667331,-5.20363798387828,1.39715603430315,-3.72445013736326,0.000195741394471765,0.0252804482210411
"CM_cdhit-1_host-transcript_116432",59.4665778311721,7.36187842380945,1.97882836298786,3.72032186394056,0.000198969041988156,0.0252987692127196
"CM_cdhit-1_host-transcript_157675",77.0186766365865,6.44898162931991,1.73397353462644,3.71919265233149,0.000199860575079851,0.0252987692127196
"CM_cdhit-1_host-transcript_160376",20.0562191387524,8.13058048761819,2.18565237394496,3.71997879651055,0.000199239504031026,0.0252987692127196
"CM_cdhit-1_host-transcript_88492",15.1620153316001,-7.17259989129685,1.92809343127185,-3.72004788510976,0.00019918500929947,0.0252987692127196
"CM_cdhit-1_host-transcript_246404",351.099492367292,5.51790663913109,1.48450621882165,3.71699799513876,0.000201604042568382,0.0253931270052839
"CM_cdhit-1_host-transcript_135308",37.8730553692038,9.03937612592271,2.43499628095168,3.71227512609991,0.000205404532145773,0.025427638899295
"CM_cdhit-1_host-transcript_38137",163.392437266763,-7.03552039870612,1.89456819387087,-3.71352185762791,0.000204394802620573,0.025427638899295
"CM_cdhit-1_host-transcript_93673",14.6018004544358,-7.11878998738737,1.917934845303,-3.71169542324193,0.000205875628395031,0.025427638899295
"CM_cdhit-1_host-transcript_97918",52.4376951844572,6.57193267784096,1.76969609496698,3.7135939309193,0.000204336573164239,0.025427638899295
"CM_cdhit-1_host-transcript_227163",25.420512591711,-7.91911180930065,2.13766927931173,-3.70455424790985,0.000211762787142124,0.0256353899239025
"CM_cdhit-1_host-transcript_26736",517.126532131821,-7.00915450268618,1.89132803022525,-3.70594333223699,0.000210605387936101,0.0256353899239025
"CM_cdhit-1_host-transcript_81540",15.1148651422744,-7.17157354282689,1.93640038125272,-3.70355924955323,0.000212595498720411,0.0256353899239025
"CM_cdhit-1_host-transcript_94310",317.591957435557,-8.12483977781837,2.19318068856585,-3.70459206584174,0.000211731197914373,0.0256353899239025
"CM_cdhit-1_host-transcript_99615",51.0464510878801,7.47301878339831,2.01581132075286,3.70720151557008,0.000209562186716599,0.0256353899239025
"CM_cdhit-1_host-transcript_138558",18.052447834242,7.04240817959291,1.90290412097467,3.70087389163138,0.000214858242185487,0.0256649683376777
"CM_cdhit-1_host-transcript_98255",635.921768883092,3.97705156202673,1.07437519698476,3.70173434121372,0.000214130757273135,0.0256649683376777
"CM_cdhit-1_host-transcript_121756",10.8417442508126,7.2415258589451,1.9605415862444,3.69363542694185,0.000221070688205606,0.026283651962688
"CM_cdhit-1_host-transcript_255014",13.208656213116,7.50763738921922,2.03456972871259,3.69003690719895,0.000224221519045831,0.0265342702748051
"CM_cdhit-1_host-transcript_78603",85.1148549518973,-9.66258145331287,2.62598804486289,-3.6795984171426,0.000233601524736352,0.0275163129345695
"CM_cdhit-1_host-transcript_4328",33.0965273611376,-5.57835542840736,1.51751665252712,-3.67597641786515,0.000236941411118696,0.0277811074796911
"CM_cdhit-1_host-transcript_75035",13.9001647903352,-7.05113416785553,1.9197666985876,-3.67291201219562,0.000239802070968582,0.0279875417048332
"CM_cdhit-1_host-transcript_156547",9.8181493057911,7.08598273223323,1.92994509895819,3.67159808642139,0.00024103853495351,0.0280033947252153
"CM_cdhit-1_host-transcript_197281",82.480677482081,-9.61637743972198,2.62067513311882,-3.66942751438165,0.000243094252609797,0.0280829794766789
"CM_cdhit-1_host-transcript_85763",120.661761494435,5.16336115141344,1.40746691594555,3.66854886101863,0.000243931079839093,0.0280829794766789
"CM_cdhit-1_host-transcript_133213",290.906977560244,5.68249240355687,1.55147119749172,3.66264769384298,0.000249621742850816,0.0286086756907807
"CM_cdhit-1_host-transcript_133446",128.247323530187,8.49498960467495,2.32084339349749,3.66030281425973,0.000251917356747412,0.0287022633858483
"CM_cdhit-1_host-transcript_154454",38.7610184357921,7.5342086274776,2.06072129937616,3.65610266160612,0.000256078834594488,0.0287022633858483
"CM_cdhit-1_host-transcript_29741",200.719203090239,-5.90777058153442,1.61491143019429,-3.65826290598715,0.000253930496142815,0.0287022633858483
"CM_cdhit-1_host-transcript_94796",54.3747190876706,9.56024365988621,2.61312000699372,3.65855515027986,0.000253641163877933,0.0287022633858483
"CM_cdhit-1_host-transcript_97550",1104.62865956542,6.21420403072872,1.69946984638819,3.65655445075152,0.000255628130797337,0.0287022633858483
"CM_cdhit-1_host-transcript_82908",110.409077009922,-7.18999331827622,1.96732965294185,-3.65469676499037,0.000257486125724775,0.0287334188456818
"CM_cdhit-1_host-transcript_57619",15.3225961262471,-7.19102090322287,1.96855556559861,-3.6529428119222,0.000259251986252576,0.028804140987879
"CM_cdhit-1_host-transcript_137193",258.221793833314,7.57975610349425,2.07911016883536,3.64567314282348,0.000266692779532743,0.0294351262160537
"CM_cdhit-1_host-transcript_201281",2894.98679120253,4.48152262194953,1.23041370441885,3.64228926080294,0.000270224177658762,0.0294351262160537
"CM_cdhit-1_host-transcript_235630",28.9735154503437,8.65569710575855,2.37492036077704,3.64462625724701,0.000267780654213291,0.0294351262160537
"CM_cdhit-1_host-transcript_98072",75.4603770927359,5.60850678916032,1.53935456794307,3.64341452317548,0.000269045025290082,0.0294351262160537
"CM_cdhit-1_host-transcript_98076",44.755640698462,5.62158779983387,1.54361978061347,3.64182156152451,0.00027071569919257,0.0294351262160537
"CM_cdhit-1_host-transcript_154247",37.9270784720842,7.50288849414071,2.06276092909196,3.63730395913769,0.000275506737745103,0.0298285869295688
"CM_cdhit-1_host-transcript_85464",59.8879791845775,-7.72424261097712,2.12637613229404,-3.63258526733171,0.00028059581072165,0.0302508441194531
"CM_cdhit-1_host-transcript_246031",70.7258135389435,5.17825142403824,1.4269954677933,3.62877916637384,0.000284764701057569,0.0305541138472855
"CM_cdhit-1_host-transcript_30043",13.1644196501437,-6.97220001661366,1.92243771292254,-3.6267495012956,0.000287011484868185,0.0305541138472855
"CM_cdhit-1_host-transcript_97077",10.0117989189294,7.11361586581187,1.96084807043868,3.62782612944633,0.000285817626796061,0.0305541138472855
"CM_cdhit-1_host-transcript_116380",11.5810762971153,7.34313862666065,2.029320601348,3.61852071170168,0.000296291790724378,0.0313723709468781
"CM_cdhit-1_host-transcript_256733",32.6931764165512,6.18702081861686,1.71068705039676,3.61668770286295,0.000298396956693177,0.0313723709468781
"CM_cdhit-1_host-transcript_97934",43.2011592303969,6.85947339844562,1.89622221883934,3.61744173773273,0.000297529275610807,0.0313723709468781
"CM_cdhit-1_host-transcript_137337",23.0765975731789,6.58532233869352,1.82238026526836,3.61358299593075,0.000301994626290103,0.0314276735253704
"CM_cdhit-1_host-transcript_246083",73.282904184618,7.85245301381228,2.17400021198876,3.6119835547895,0.000303863840240582,0.0314276735253704
"CM_cdhit-1_host-transcript_93293",57.1909717479302,-9.08971485120037,2.51629415802298,-3.61234191249803,0.000303444100078949,0.0314276735253704
"CM_cdhit-1_host-transcript_94647",31.0900172197952,8.75544686901796,2.42236214563629,3.61442523562807,0.000301014662072569,0.0314276735253704
"CM_cdhit-1_host-transcript_101804",294.572884627006,4.47915159054439,1.24137653484347,3.60821351525641,0.000308312713320771,0.0316654611930743
"CM_cdhit-1_host-transcript_37266",89.4893953737993,-5.33064437810665,1.47833512038491,-3.60584302206033,0.000311141190043178,0.0316654611930743
"CM_cdhit-1_host-transcript_86130",1740.05552820521,4.09577482858978,1.13559924094061,3.60670796609311,0.000310106333972555,0.0316654611930743
"CM_cdhit-1_host-transcript_90616",72.9384816919932,-9.43888487716942,2.61676621356244,-3.60707992492742,0.000309662298160848,0.0316654611930743
"CM_cdhit-1_host-transcript_69582",12.7974366845088,-6.92868758266119,1.92503921333798,-3.59924490610609,0.000319142524178287,0.0323503714847337
"CM_cdhit-1_host-transcript_102050",28.181256653047,8.6062282772622,2.39944870862577,3.58675234287097,0.000334822043160095,0.0336714515577956
"CM_cdhit-1_host-transcript_96498",29.1904688536778,8.66406588311459,2.41537747057795,3.58704425649936,0.000334447576704543,0.0336714515577956
"CM_cdhit-1_host-transcript_243165",159.959695835024,5.47055612859183,1.5261126509868,3.58463454519855,0.000337550521638319,0.0338121965434793
"CM_cdhit-1_host-transcript_122446",16.1759763816579,7.81105107850215,2.18173065210705,3.58020870768738,0.000343319879345691,0.0340840909836092
"CM_cdhit-1_host-transcript_235408",604.593693601346,-5.39761540737027,1.50807130571929,-3.57915132189045,0.000344711834862704,0.0340840909836092
"CM_cdhit-1_host-transcript_246525",22.8328796748982,7.3743325237329,2.0590989535515,3.58133955195003,0.000341837042025493,0.0340840909836092
"CM_cdhit-1_host-transcript_99337",158.198124395075,5.48163169840554,1.53184054059105,3.57846104287753,0.000345623372785095,0.0340840909836092
"CM_cdhit-1_host-transcript_254400",35.6099828004668,8.94857041126514,2.50451154474026,3.57298030031368,0.000352941321898213,0.0345380232809855
"CM_cdhit-1_host-transcript_68870",11.9572269677466,-6.83004824993739,1.91114181418474,-3.5738050411769,0.000351830932655416,0.0345380232809855
"CM_cdhit-1_host-transcript_246616",3881.55205741262,4.63801910751534,1.29874055455849,3.5711667670931,0.000355394508592242,0.0346448370962162
"CM_cdhit-1_host-transcript_37384",21.7735265167707,-7.69993492779115,2.15759037191209,-3.56876589181631,0.000358666734044668,0.0348303729553378
"CM_cdhit-1_host-transcript_133622",54.3156504975766,-9.01479641967681,2.5283389308639,-3.5655015669108,0.000363160992056319,0.0351327190908324
"CM_cdhit-1_host-transcript_256950",47.8162030282112,5.24313627642678,1.4727741580702,3.56004092528141,0.000370797002518351,0.035600709943677
"CM_cdhit-1_host-transcript_97962",53.3673392984509,-8.98868020420331,2.52426871939092,-3.5609046434534,0.000369579292194105,0.035600709943677
"CM_cdhit-1_host-transcript_245218",26.5307586042048,8.52667407059493,2.39675974737853,3.55758397558247,0.000374281467292393,0.0358001630538359
"CM_cdhit-1_host-transcript_106339",28.9224507181894,5.29640552774316,1.49252355238632,3.54862442155436,0.000387248997231889,0.0362650490530813
"CM_cdhit-1_host-transcript_205204",60.3070219527319,-6.90129669794347,1.94393912158606,-3.55016091878057,0.000384995741412714,0.0362650490530813
"CM_cdhit-1_host-transcript_232174",12.1097488341395,-6.84943073189632,1.92992283493372,-3.54906973891086,0.000386594679271444,0.0362650490530813
"CM_cdhit-1_host-transcript_257821",35.7539510532342,8.9557677989853,2.521818883231,3.55131284745993,0.000383314494023255,0.0362650490530813
"CM_cdhit-1_host-transcript_37722",64.0264063448398,-6.02520007199715,1.69616300974577,-3.55225295999128,0.000381947481443999,0.0362650490530813
"CM_cdhit-1_host-transcript_95479",34.2846505868736,6.39522641761219,1.80232409592035,3.54832209816654,0.000387693799569159,0.0362650490530813
"CM_cdhit-1_host-transcript_232686",16.1951011181074,-7.26687554216497,2.04944536200517,-3.54577666567071,0.000391457821202294,0.036483008589194
"CM_cdhit-1_host-transcript_197310",11.8966452313307,-6.82094017906314,1.92534340980215,-3.54271354623644,0.000396032633090045,0.0365264161843965
"CM_cdhit-1_host-transcript_245211",24.6410094541272,8.42079959585685,2.37766357329433,3.54162787807258,0.000397666048935968,0.0365264161843965
"CM_cdhit-1_host-transcript_251956",178.455054805088,4.1774111061268,1.17868934449254,3.54411544114307,0.000393932718732522,0.0365264161843965
"CM_cdhit-1_host-transcript_96576",28.5283240569625,6.12902848769565,1.73016196801381,3.54245937721752,0.000396414473983493,0.0365264161843965
"CM_cdhit-1_host-transcript_101284",40.7451034968163,9.14382544570975,2.58300923446068,3.53998945250343,0.000400143023735396,0.0366217228521571
"CM_cdhit-1_host-transcript_232712",131.169701453889,-5.32966714787473,1.50649837376622,-3.53778486633919,0.000403498671771496,0.0367021273653173
"CM_cdhit-1_host-transcript_243413",223.808050656103,4.62213443884864,1.30660378101382,3.53751803416812,0.000403906601512747,0.0367021273653173
"CM_cdhit-1_host-transcript_102344",28.0528737201075,7.57427946672275,2.14364213106111,3.5333693796051,0.000410298780121834,0.0371502913261204
"CM_cdhit-1_host-transcript_100335",33.7185522913741,8.87008722437876,2.51636107324869,3.52496599898807,0.000423537149981909,0.0372542386565072
"CM_cdhit-1_host-transcript_155054",28.3673130965401,5.57921268068081,1.583275441307,3.52384211560507,0.000425337610619988,0.0372542386565072
"CM_cdhit-1_host-transcript_157801",27.7124647141761,5.90362840794901,1.67279594683506,3.52919817812729,0.000416820863076989,0.0372542386565072
"CM_cdhit-1_host-transcript_181762",54.1042315495369,-9.00912270295007,2.55732776525666,-3.5228658701267,0.000426907352958999,0.0372542386565072
"CM_cdhit-1_host-transcript_197764",49.3608651539914,-8.87683938905173,2.51727389483574,-3.52637009713676,0.000421297784671036,0.0372542386565072
"CM_cdhit-1_host-transcript_204984",40.2183586181334,-8.58238437912794,2.43487537802649,-3.52477357017101,0.000423844915056983,0.0372542386565072
"CM_cdhit-1_host-transcript_245158",176.90419244222,8.35640217216077,2.37004532095842,3.52584066568885,0.000422140861566601,0.0372542386565072
"CM_cdhit-1_host-transcript_245168",509.043957630429,4.88994753784182,1.3861752990401,3.5276545046128,0.000419258999081621,0.0372542386565072
"CM_cdhit-1_host-transcript_257771",68.788675685977,6.92631188641726,1.96632517494479,3.52246514191719,0.000427553263675671,0.0372542386565072
"CM_cdhit-1_host-transcript_7289",63.2330070681428,-6.29786307761321,1.7871950045217,-3.52388131215636,0.00042527469767134,0.0372542386565072
"CM_cdhit-1_host-transcript_99220",170.907421534346,5.22301636352199,1.48030831501092,3.5283300854008,0.00041819032703924,0.0372542386565072
"CM_cdhit-1_host-transcript_91648",68.7918832487338,-5.26823234856168,1.49734976938138,-3.51837122914722,0.000434204488104997,0.0377046579892677
"CM_cdhit-1_host-transcript_99476",97.3808237174253,7.27617956783831,2.06940215575154,3.51607808449192,0.000437972154671562,0.0379024677935665
"CM_cdhit-1_host-transcript_131592",25.8311587399674,5.77295681889302,1.64249457039978,3.51474940796175,0.000440169129233816,0.0379634683223593
"CM_cdhit-1_host-transcript_160488",35.6725013190654,6.62489046291439,1.88663268888043,3.51148928032502,0.000445603433666077,0.0379657843028664
"CM_cdhit-1_host-transcript_248913",747.332177406461,4.88378743671623,1.39059925094673,3.5120020619825,0.000444744548391017,0.0379657843028664
"CM_cdhit-1_host-transcript_86617",15.0104951457594,-6.25977567724396,1.78282539019274,-3.5111546602818,0.000446164741050861,0.0379657843028664
"CM_cdhit-1_host-transcript_91689",24.5490768232781,-5.49851775796536,1.56564090687711,-3.5119916283568,0.000444762008815066,0.0379657843028664
"CM_cdhit-1_host-transcript_232171",19.0852030548303,-6.6138635344509,1.88635678182874,-3.50615726471376,0.000454626518523647,0.0383015314927058
"CM_cdhit-1_host-transcript_250880",23.3208853751376,5.99483822967554,1.70973961658899,3.50628725655636,0.000454404527185657,0.0383015314927058
"CM_cdhit-1_host-transcript_98207",129.348626944723,5.71666672592922,1.62968395974473,3.50783763425189,0.000451764682363832,0.0383015314927058
"CM_cdhit-1_host-transcript_197612",28.8112881573548,-6.08023174855466,1.73710775714206,-3.50020413158365,0.000464902001117585,0.0389348211880224
"CM_cdhit-1_host-transcript_233186",11.7617952323994,-6.81058701326281,1.94600185456238,-3.49978444126117,0.000465634528790062,0.0389348211880224
"CM_cdhit-1_host-transcript_249240",1458.52106983705,4.43511471179648,1.26811313855051,3.49741247603977,0.000469794839630659,0.0389348211880224
"CM_cdhit-1_host-transcript_57513",636.214025205558,4.65239435222451,1.32999861564211,3.49804450734588,0.000468682911612954,0.0389348211880224
"CM_cdhit-1_host-transcript_86219",53.0249899783192,-8.97855497047408,2.56703330408303,-3.49763867737638,0.000469396602814798,0.0389348211880224
"CM_cdhit-1_host-transcript_157746",39.001754802798,8.05421687038146,2.30651327972645,3.49194472070704,0.000479517476003064,0.0394994847994282
"CM_cdhit-1_host-transcript_98583",26.8719114850002,7.51350675041501,2.15173543669164,3.49183576302821,0.000479713115710541,0.0394994847994282
"CM_cdhit-1_host-transcript_80942",10.5325958080169,-6.64690977428437,1.90522436451663,-3.48878058567697,0.000485229266758097,0.039824800755246
"CM_cdhit-1_host-transcript_227765",16.1462375905641,-7.26579479435865,2.0846981329732,-3.48529826905737,0.000491588738716342,0.0402170169747907
"CM_cdhit-1_host-transcript_144491",16.3785390320549,6.8062175225999,1.95345896633861,3.48418760766542,0.000493633341458168,0.0402548497010262
"CM_cdhit-1_host-transcript_80953",11.1178595783689,-6.72482576978413,1.9311365342641,-3.48231502561613,0.000497098519239271,0.0404079157348395
"CM_cdhit-1_host-transcript_98715",462.410453234763,4.86155641722326,1.39930291078952,3.47427020964335,0.000512244905807428,0.0415065195492305
"CM_cdhit-1_host-transcript_255377",17.2236811046477,6.87064807591375,1.97979945771278,3.47037577424698,0.000519730692735429,0.0419793905246588
"CM_cdhit-1_host-transcript_83891",14.2941649663846,-7.08210830038729,2.04141184302277,-3.46922073788925,0.000521970402735273,0.0420268764455492
"CM_cdhit-1_host-transcript_80961",35.5445756734415,-4.99837810373067,1.4413998780335,-3.46772479997011,0.000524884519161942,0.042128191864471
"CM_cdhit-1_host-transcript_136913",14.8673367513285,7.69040437564743,2.22113474412862,3.46237633532875,0.000535427906426686,0.042215904627568
"CM_cdhit-1_host-transcript_256374",33.579875270122,4.35916198533525,1.25940361068736,3.46129068421211,0.000537591993842394,0.042215904627568
"CM_cdhit-1_host-transcript_29900",18.7758468223467,-6.5823150548499,1.90159132254533,-3.46147722531637,0.000537219572403189,0.042215904627568
"CM_cdhit-1_host-transcript_57747",18.0843105571504,-7.42530715993339,2.14398491290851,-3.4633206209741,0.000533552213831756,0.042215904627568
"CM_cdhit-1_host-transcript_74783",11.1099960670425,-6.72927863231549,1.94216087693463,-3.46484099861825,0.000530545054734759,0.042215904627568
"CM_cdhit-1_host-transcript_86452",10.4172914396213,-6.63241504924374,1.91361287679931,-3.46591263554677,0.000528434958553194,0.042215904627568
"CM_cdhit-1_host-transcript_88193",10.2954162832208,-6.61363893306703,1.90898901928984,-3.46447196198507,0.00053127351832227,0.042215904627568
"CM_cdhit-1_host-transcript_250934",21.2146363137153,8.2050199183735,2.37429331809037,3.45577349515212,0.000548716208393371,0.0429568815081617
"CM_cdhit-1_host-transcript_132397",70.2234826462942,5.77722084023815,1.67218664160955,3.45488996053535,0.000550517458271824,0.0429656923030982
"CM_cdhit-1_host-transcript_257706",25.4286628624523,8.46458014516135,2.45201174026633,3.45209609161249,0.000556249591688435,0.0432803007991708
"CM_cdhit-1_host-transcript_93647",31.8253727211553,-4.3668648996933,1.26580085514676,-3.44988303802891,0.000560829481495257,0.0435036112734263
"CM_cdhit-1_host-transcript_249268",10.463374103594,-6.63580233428153,1.92515606498373,-3.4468905949906,0.000567078174329538,0.0438546200287733
"CM_cdhit-1_host-transcript_204925",15.0333163418632,-6.09332697604381,1.76871804551268,-3.44505275530086,0.000570947947387737,0.0439942957229786
"CM_cdhit-1_host-transcript_85785",181.321311377464,-8.40890092214702,2.4413300919183,-3.44439326332132,0.00057234256511834,0.0439942957229786
"CM_cdhit-1_host-transcript_46463",10.3201093346242,-6.61953161426629,1.92405123282219,-3.44041338470847,0.000580826311004376,0.044402693911904
"CM_cdhit-1_host-transcript_70374",30.9250746422788,6.46182626213159,1.8782934542459,3.44026448451097,0.000581145976208152,0.044402693911904
"CM_cdhit-1_host-transcript_43251",17.9945703027978,-5.93299422617113,1.72577715735505,-3.43786809373704,0.000586313232283264,0.0446633759550392
"CM_cdhit-1_host-transcript_201282",239.78692019634,4.20198603260683,1.223252450208,3.43509308474496,0.000592350321403964,0.0449885648581524
"CM_cdhit-1_host-transcript_165137",1111.93281054653,4.69538463153218,1.36811652040636,3.43200638359192,0.000599133455516703,0.0453683110378317
"CM_cdhit-1_host-transcript_247985",565.320919329198,4.03352771306045,1.1758229593771,3.430386931037,0.000602721107755428,0.0455020606947287
"CM_cdhit-1_host-transcript_58841",691.291513333553,7.72992839317271,2.25388772563086,3.42959780350598,0.000604476536368286,0.0455020606947287
"CM_cdhit-1_host-transcript_136960",166.655109015372,6.68399170378192,1.94946893863069,3.42862180121566,0.000606654253169602,0.045531280717977
"CM_cdhit-1_host-transcript_138850",61.6486481582414,4.46323395086567,1.30261152659524,3.42637375744068,0.000611698034579688,0.0455390698344518
"CM_cdhit-1_host-transcript_147399",19.1589189869446,-6.03235307837874,1.7612495889316,-3.42504158200431,0.000614705330992492,0.0455390698344518
"CM_cdhit-1_host-transcript_245195",3356.99493477984,5.13953052422622,1.50076852502169,3.4245990894245,0.00061570726813078,0.0455390698344518
"CM_cdhit-1_host-transcript_248814",613.966242480295,4.80694262366448,1.40351779472062,3.42492460141649,0.000614970062821661,0.0455390698344518
"CM_cdhit-1_host-transcript_96402",21.911783414758,8.25152288094887,2.40852862534614,3.42596006296708,0.000612630453192796,0.0455390698344518
"CM_cdhit-1_host-transcript_156813",144.213078819926,4.09415350803738,1.19747911238902,3.418976970604,0.000628570461110019,0.0458261226781123
"CM_cdhit-1_host-transcript_178411",70.7177480744109,-5.48139793095654,1.60323228426593,-3.41896678650424,0.000628593987134426,0.0458261226781123
"CM_cdhit-1_host-transcript_248583",32.3049722327502,7.88298760757835,2.30477794332034,3.42028073915956,0.000625565415064453,0.0458261226781123
"CM_cdhit-1_host-transcript_253597",10.0178605671234,7.12272741064806,2.08316840021041,3.41917984639583,0.000628101973670272,0.0458261226781123
"CM_cdhit-1_host-transcript_77442",17.6404028006229,-7.38606184317926,2.16003866948702,-3.41941185938739,0.000627566599838582,0.0458261226781123
"CM_cdhit-1_host-transcript_204205",188.884366361093,3.95741602324411,1.15864629121384,3.41555145280633,0.000636530026846861,0.0462720956373277
"CM_cdhit-1_host-transcript_63373",37.7331457883026,-4.95713977960693,1.45218593482251,-3.41357099028288,0.00064117451844861,0.0463636532590687
"CM_cdhit-1_host-transcript_85871",36.8779650759017,-8.45682431635839,2.47749278302566,-3.41346072703002,0.000641434026930479,0.0463636532590687
"CM_cdhit-1_host-transcript_204136",15.0681653747889,-6.26999517018223,1.83776767861822,-3.41174526199988,0.000645484038877844,0.0463927977434152
"CM_cdhit-1_host-transcript_98022",400.379841070826,4.85382061702964,1.42252244565146,3.41212234075279,0.000644591766077159,0.0463927977434152
"CM_cdhit-1_host-transcript_85985",1587.06541238908,4.14737900159577,1.21707032273707,3.40767408761454,0.000655190994821555,0.0469578154401263
"CM_cdhit-1_host-transcript_74776",11.5643888712028,-6.7866025553019,1.99325716945956,-3.40478020562794,0.000662173269769645,0.047192365553919
"CM_cdhit-1_host-transcript_79872",14.0217786850072,-6.16330218180887,1.80980812775451,-3.40550033304132,0.0006604293297914,0.047192365553919
"CM_cdhit-1_host-transcript_101924",24.5687414578042,8.41127146008645,2.47191818513631,3.40273052347104,0.000667160472732885,0.0472683578367633
"CM_cdhit-1_host-transcript_92099",83.4280412770343,4.37011277909172,1.28461709365056,3.40187967347761,0.000669240965591505,0.0472683578367633
"CM_cdhit-1_host-transcript_98407",10.6797733488736,7.19549037011519,2.11464341030161,3.4026968022419,0.000667242813091783,0.0472683578367633
"CM_cdhit-1_host-transcript_99349",13.7869277374443,7.57554617074611,2.22725261274291,3.40129634483476,0.000670670800576643,0.0472683578367633
"CM_cdhit-1_host-transcript_151580",50.7121730966016,7.94823973929729,2.3421720234842,3.39353371981343,0.000689970634631418,0.0479827659160606
"CM_cdhit-1_host-transcript_237967",9.70906213757786,7.07747081341031,2.08473405407619,3.39490344083556,0.000686528086445538,0.0479827659160606
"CM_cdhit-1_host-transcript_5790",1091.7952670884,4.93377884475436,1.45284449152901,3.39594421393436,0.000683922971708952,0.0479827659160606
"CM_cdhit-1_host-transcript_67370",9.81950322267539,-6.5470319022568,1.92805645014256,-3.39566401272781,0.000684623426000647,0.0479827659160606
"CM_cdhit-1_host-transcript_88378",13.0991111336595,-6.06398887824411,1.78698020371017,-3.39342812284877,0.000690236698709986,0.0479827659160606
"CM_cdhit-1_host-transcript_227676",10.0648075464297,-6.58382082863948,1.94214451372051,-3.38997473263565,0.00069899065965397,0.0484589083203704
"CM_cdhit-1_host-transcript_256649",10.2046132563295,7.14811729543123,2.11012083107116,3.38753932484646,0.000705226065257406,0.0487583336368049
"CM_cdhit-1_host-transcript_77055",9.70575286523307,-6.5291814912966,1.92855801607539,-3.38552505907158,0.000710422227390553,0.0489844789471486
